1.000000e-02	1.229553e-14
1.013925e-02	1.229526e-14
1.028045e-02	1.229499e-14
1.042361e-02	1.229471e-14
1.056876e-02	1.229443e-14
1.071593e-02	1.229414e-14
1.086516e-02	1.229385e-14
1.101646e-02	1.229356e-14
1.116987e-02	1.229326e-14
1.132541e-02	1.229296e-14
1.148312e-02	1.229265e-14
1.164303e-02	1.229234e-14
1.180517e-02	1.229203e-14
1.196956e-02	1.229171e-14
1.213624e-02	1.229138e-14
1.230524e-02	1.229105e-14
1.247660e-02	1.229072e-14
1.265034e-02	1.229038e-14
1.282650e-02	1.229004e-14
1.300511e-02	1.228969e-14
1.318621e-02	1.228934e-14
1.336984e-02	1.228898e-14
1.355602e-02	1.228862e-14
1.374479e-02	1.228826e-14
1.393619e-02	1.228788e-14
1.413026e-02	1.228751e-14
1.432703e-02	1.228712e-14
1.452654e-02	1.228674e-14
1.472883e-02	1.228634e-14
1.493393e-02	1.228595e-14
1.514189e-02	1.228554e-14
1.535275e-02	1.228513e-14
1.556654e-02	1.228472e-14
1.578331e-02	1.228429e-14
1.600310e-02	1.228387e-14
1.622595e-02	1.228344e-14
1.645191e-02	1.228300e-14
1.668101e-02	1.228255e-14
1.691330e-02	1.228210e-14
1.714882e-02	1.228164e-14
1.738762e-02	1.228118e-14
1.762975e-02	1.228071e-14
1.787526e-02	1.228023e-14
1.812418e-02	1.227975e-14
1.837656e-02	1.227926e-14
1.863246e-02	1.227876e-14
1.889193e-02	1.227826e-14
1.915501e-02	1.227775e-14
1.942175e-02	1.227723e-14
1.969220e-02	1.227670e-14
1.996642e-02	1.227617e-14
2.024447e-02	1.227563e-14
2.052638e-02	1.227508e-14
2.081222e-02	1.227453e-14
2.110203e-02	1.227397e-14
2.139589e-02	1.227340e-14
2.169384e-02	1.227282e-14
2.199593e-02	1.227223e-14
2.230223e-02	1.227164e-14
2.261280e-02	1.227103e-14
2.292769e-02	1.227042e-14
2.324697e-02	1.226980e-14
2.357069e-02	1.226918e-14
2.389893e-02	1.226854e-14
2.423173e-02	1.226789e-14
2.456916e-02	1.226724e-14
2.491130e-02	1.226658e-14
2.525820e-02	1.226590e-14
2.560993e-02	1.226522e-14
2.596656e-02	1.226453e-14
2.632815e-02	1.226383e-14
2.669478e-02	1.226312e-14
2.706652e-02	1.226240e-14
2.744343e-02	1.226166e-14
2.782559e-02	1.226092e-14
2.821308e-02	1.226017e-14
2.860596e-02	1.225941e-14
2.900430e-02	1.225864e-14
2.940820e-02	1.225786e-14
2.981772e-02	1.225706e-14
3.023295e-02	1.225626e-14
3.065395e-02	1.225544e-14
3.108082e-02	1.225461e-14
3.151363e-02	1.225377e-14
3.195248e-02	1.225292e-14
3.239743e-02	1.225206e-14
3.284857e-02	1.225119e-14
3.330600e-02	1.225030e-14
3.376980e-02	1.224940e-14
3.424006e-02	1.224849e-14
3.471687e-02	1.224757e-14
3.520031e-02	1.224663e-14
3.569049e-02	1.224568e-14
3.618750e-02	1.224472e-14
3.669142e-02	1.224375e-14
3.720237e-02	1.224276e-14
3.772042e-02	1.224175e-14
3.824570e-02	1.224074e-14
3.877828e-02	1.223971e-14
3.931829e-02	1.223866e-14
3.986581e-02	1.223760e-14
4.042096e-02	1.223653e-14
4.098384e-02	1.223544e-14
4.155455e-02	1.223433e-14
4.213322e-02	1.223321e-14
4.271994e-02	1.223208e-14
4.331483e-02	1.223093e-14
4.391801e-02	1.222976e-14
4.452959e-02	1.222858e-14
4.514968e-02	1.222738e-14
4.577841e-02	1.222616e-14
4.641589e-02	1.222493e-14
4.706225e-02	1.222368e-14
4.771761e-02	1.222241e-14
4.838210e-02	1.222113e-14
4.905584e-02	1.221983e-14
4.973896e-02	1.221851e-14
5.043159e-02	1.221717e-14
5.113388e-02	1.221581e-14
5.184594e-02	1.221444e-14
5.256791e-02	1.221304e-14
5.329994e-02	1.221163e-14
5.404216e-02	1.221020e-14
5.479472e-02	1.220874e-14
5.555776e-02	1.220727e-14
5.633143e-02	1.220578e-14
5.711586e-02	1.220426e-14
5.791123e-02	1.220273e-14
5.871766e-02	1.220117e-14
5.953533e-02	1.219959e-14
6.036439e-02	1.219799e-14
6.120498e-02	1.219637e-14
6.205729e-02	1.219473e-14
6.292146e-02	1.219306e-14
6.379767e-02	1.219137e-14
6.468608e-02	1.218966e-14
6.558686e-02	1.218792e-14
6.650018e-02	1.218616e-14
6.742622e-02	1.218438e-14
6.836516e-02	1.218257e-14
6.931717e-02	1.218074e-14
7.028244e-02	1.217888e-14
7.126115e-02	1.217699e-14
7.225349e-02	1.217508e-14
7.325965e-02	1.217315e-14
7.427982e-02	1.217118e-14
7.531420e-02	1.216919e-14
7.636298e-02	1.216717e-14
7.742637e-02	1.216513e-14
7.850456e-02	1.216305e-14
7.959777e-02	1.216095e-14
8.070620e-02	1.215882e-14
8.183007e-02	1.215666e-14
8.296959e-02	1.215447e-14
8.412497e-02	1.215225e-14
8.529644e-02	1.215000e-14
8.648423e-02	1.214771e-14
8.768856e-02	1.214540e-14
8.890966e-02	1.214306e-14
9.014776e-02	1.214068e-14
9.140311e-02	1.213827e-14
9.267593e-02	1.213583e-14
9.396648e-02	1.213335e-14
9.527500e-02	1.213084e-14
9.660175e-02	1.212829e-14
9.794697e-02	1.212571e-14
9.931092e-02	1.212310e-14
1.006939e-01	1.212045e-14
1.020961e-01	1.211776e-14
1.035178e-01	1.211504e-14
1.049593e-01	1.211227e-14
1.064209e-01	1.210948e-14
1.079029e-01	1.210664e-14
1.094055e-01	1.210376e-14
1.109290e-01	1.210085e-14
1.124737e-01	1.209789e-14
1.140400e-01	1.209489e-14
1.156280e-01	1.209186e-14
1.172382e-01	1.208878e-14
1.188708e-01	1.208566e-14
1.205261e-01	1.208249e-14
